participant_id,age,gender,race_ethnicity,education_level,political_affiliation,vaccine_hesitancy,trust_in_science,trust_in_government,ad_engagement_score,baseline_attitude_score
P02767,39,Male,White,Bachelor,Liberal,4,5,4,4.5,3
P02768,45,Female,White,High School,Moderate,4,2,2,4.2,4
P02769,33,Male,Asian,Bachelor,Liberal,5,1,5,1.7,3
P02770,37,Male,White,High School,Conservative,5,5,1,3.4,1
P02771,37,Male,White,High School,Conservative,2,1,3,4.0,2
P02772,31,Female,White,High School,Moderate,3,2,4,3.0,3
P02773,37,Male,Hispanic,Not Applicable,Liberal,5,1,4,3.4,3
P02774,21,Female,White,Bachelor,Moderate,4,3,3,3.6,2
P02775,34,Female,Hispanic,Bachelor,Conservative,5,2,2,2.2,3
P02776,36,Female,Black,Bachelor,Liberal,3,2,4,3.5,5
P02777,36,Female,White,Bachelor,Moderate,1,4,2,2.0,2
P02778,37,Male,White,Bachelor,Conservative,4,5,5,2.9,2
P02779,39,Male,White,High School,Liberal,1,2,3,2.4,2
P02780,45,Male,White,Bachelor,Liberal,1,1,2,3.9,1
P02781,50,Female,White,High School,Liberal,3,3,5,3.7,3
P02782,32,Other,White,High School,Moderate,5,1,1,3.6,4
P02783,25,Female,Other,Bachelor,Conservative,1,1,4,3.3,3
P02784,27,Female,White,Master,Moderate,2,3,3,3.4,3
P02785,34,Female,Black,High School,Liberal,5,4,1,5.0,1
P02786,35,Male,White,High School,Moderate,4,5,1,4.3,5
P02787,30,Female,Black,High School,Moderate,5,2,1,2.0,5
P02788,24,Female,White,Not Applicable,Moderate,3,5,2,2.5,1
P02789,34,Male,Black,Master,Liberal,3,4,4,2.8,1
P02790,42,Female,Black,Bachelor,Moderate,4,3,3,2.8,1
P02791,47,Male,Black,PhD,Moderate,4,5,4,2.2,3
P02792,33,Female,White,Bachelor,Liberal,4,1,4,3.6,1
P02793,35,Female,Black,Not Applicable,Moderate,3,2,4,2.9,4
P02794,28,Female,White,High School,Conservative,5,2,5,3.2,2
P02795,39,Male,White,High School,Liberal,1,4,5,1.3,5
P02796,29,Female,White,Bachelor,Conservative,1,4,5,1.4,4
P02797,46,Female,White,High School,Liberal,2,3,5,2.5,5
P02798,18,Male,White,Bachelor,Conservative,3,4,4,3.6,3
P02799,35,Female,Black,High School,Liberal,4,5,4,3.5,3
P02800,43,Female,White,Bachelor,Liberal,5,2,3,4.0,1
P02801,42,Female,White,High School,Moderate,3,3,3,2.3,5
P02802,72,Male,White,High School,Moderate,2,4,3,3.7,3
P02803,44,Female,Black,PhD,Conservative,1,1,3,4.5,3
P02804,27,Female,White,Master,Moderate,5,2,3,3.9,5
P02805,38,Male,White,Not Applicable,Moderate,1,3,5,1.7,3
P02806,18,Male,Black,Master,Conservative,5,2,4,4.1,1
P02807,39,Female,White,Bachelor,Moderate,4,5,3,3.3,3
P02808,30,Female,White,Bachelor,Liberal,5,4,2,3.5,4
P02809,50,Female,White,High School,Liberal,4,4,3,5.0,4
P02810,33,Male,Black,High School,Liberal,3,4,3,3.2,1
P02811,38,Male,Black,High School,Conservative,1,1,4,3.6,4
P02812,32,Male,White,PhD,Liberal,5,5,5,3.1,3
P02813,60,Male,White,High School,Liberal,5,1,1,2.8,4
P02814,36,Female,White,PhD,Liberal,2,5,4,3.4,4
P02815,61,Female,Black,Bachelor,Moderate,1,5,5,2.6,3
P02816,49,Female,Hispanic,Master,Liberal,3,5,2,3.1,5
P02817,45,Male,White,High School,Liberal,4,4,1,2.7,1
P02818,44,Female,White,High School,Moderate,3,4,5,1.0,5
P02819,44,Male,Asian,Not Applicable,Conservative,2,4,5,2.5,5
P02820,18,Male,Hispanic,High School,Liberal,3,1,4,4.0,4
P02821,36,Female,Hispanic,High School,Moderate,4,3,5,3.5,2
P02822,50,Female,Black,High School,Liberal,1,5,3,2.8,5
P02823,39,Female,Hispanic,High School,Conservative,2,1,5,3.1,3
P02824,23,Male,White,High School,Liberal,5,4,1,2.2,3
P02825,39,Female,White,Bachelor,Conservative,5,4,5,2.3,3
P02826,60,Female,White,Bachelor,Conservative,1,3,2,3.0,2
P02827,54,Female,Black,Bachelor,Conservative,3,4,3,2.8,2
P02828,39,Male,White,High School,Liberal,5,5,1,2.2,1
P02829,51,Female,White,Master,Moderate,2,2,1,2.9,2
P02830,35,Female,White,Master,Liberal,4,4,4,1.9,1
P02831,19,Female,White,High School,Conservative,3,3,4,4.6,3
P02832,28,Male,Hispanic,Bachelor,Conservative,4,2,3,3.9,2
P02833,58,Male,White,High School,Conservative,3,5,1,1.0,4
P02834,36,Male,White,Master,Moderate,2,5,2,3.8,4
P02835,37,Male,Asian,Master,Moderate,4,5,5,2.6,4
P02836,36,Female,White,PhD,Moderate,2,3,5,2.5,2
P02837,62,Male,Black,High School,Liberal,4,2,5,3.8,2
P02838,59,Male,Hispanic,Bachelor,Moderate,3,5,4,2.9,2
P02839,66,Male,Hispanic,High School,Moderate,2,4,1,2.6,4
P02840,38,Male,Hispanic,High School,Conservative,3,2,1,1.7,3
P02841,43,Male,White,Bachelor,Moderate,3,5,2,3.9,5
P02842,21,Female,White,High School,Conservative,4,2,4,4.0,3
P02843,57,Female,White,Master,Conservative,4,4,2,3.2,2
P02844,25,Male,White,Bachelor,Moderate,2,1,1,1.8,5
P02845,42,Male,White,Master,Liberal,5,5,5,3.3,5
P02846,26,Male,White,High School,Moderate,1,4,4,3.6,3
P02847,32,Male,Hispanic,PhD,Moderate,4,3,4,3.0,4
P02848,29,Female,White,Not Applicable,Liberal,3,5,4,3.9,1
P02849,32,Female,White,PhD,Liberal,1,1,5,3.2,4
P02850,33,Female,White,Master,Conservative,2,4,4,3.3,4
P02851,33,Female,White,Master,Liberal,1,4,3,4.5,5
P02852,50,Male,Hispanic,Bachelor,Moderate,1,2,4,2.5,2
P02853,26,Female,White,High School,Conservative,5,5,5,1.4,2
P02854,42,Female,Black,Bachelor,Moderate,5,1,4,2.8,5
P02855,54,Female,White,Master,Moderate,1,3,3,2.4,4
P02856,33,Male,White,Not Applicable,Conservative,5,2,3,1.6,3
P02857,31,Female,White,Bachelor,Moderate,5,5,4,3.6,1
P02858,37,Female,Hispanic,High School,Liberal,1,1,1,3.0,4
P02859,54,Female,White,Bachelor,Conservative,4,2,1,1.2,4
P02860,42,Male,White,Not Applicable,Moderate,5,1,2,4.5,1
P02861,33,Female,White,High School,Moderate,1,1,3,2.3,3
P02862,45,Female,Asian,High School,Moderate,4,2,1,2.4,1
P02863,26,Female,Black,Bachelor,Liberal,5,2,2,3.9,5
P02864,48,Female,White,High School,Conservative,1,5,1,3.4,1
P02865,44,Female,White,High School,Conservative,5,2,4,4.1,1
P02866,36,Male,Hispanic,High School,Liberal,4,5,3,1.0,4
P02867,29,Female,Asian,Master,Conservative,1,1,1,2.7,4
P02868,29,Male,Hispanic,High School,Conservative,4,2,4,3.1,2
P02869,46,Female,Hispanic,Bachelor,Moderate,3,5,2,4.3,1
P02870,54,Male,Black,Master,Moderate,2,5,4,2.2,5
P02871,32,Female,White,Not Applicable,Liberal,3,3,2,2.7,2
P02872,45,Female,Hispanic,Not Applicable,Moderate,5,5,1,3.1,1
P02873,18,Female,Hispanic,Bachelor,Liberal,4,5,5,3.8,4
P02874,32,Female,White,Not Applicable,Moderate,1,3,4,1.9,5
P02875,39,Female,White,High School,Moderate,4,4,5,3.8,3
P02876,29,Female,Hispanic,Master,Conservative,5,2,3,2.4,2
P02877,28,Male,White,Bachelor,Conservative,1,3,5,3.4,4
P02878,31,Male,Hispanic,High School,Liberal,3,5,3,2.8,3
P02879,43,Male,White,Bachelor,Conservative,4,5,1,3.3,1
P02880,37,Male,White,High School,Moderate,2,2,1,3.2,5
P02881,18,Female,White,Master,Moderate,5,1,4,4.3,4
P02882,18,Female,White,High School,Liberal,5,3,5,2.8,4
P02883,32,Female,White,Bachelor,Conservative,4,4,3,2.7,5
P02884,45,Male,White,High School,Conservative,3,2,3,4.1,4
P02885,18,Male,Black,High School,Conservative,3,2,5,4.4,4
P02886,34,Female,Other,Not Applicable,Conservative,2,3,1,2.6,1
P02887,33,Female,White,Master,Liberal,2,5,1,3.7,2
P02888,56,Male,White,Not Applicable,Conservative,4,5,3,2.1,3
P02889,35,Female,White,High School,Moderate,1,4,4,3.7,5
P02890,44,Female,White,High School,Liberal,3,3,1,3.9,3
P02891,41,Male,White,Bachelor,Moderate,1,2,2,2.7,5
P02892,18,Female,White,Bachelor,Moderate,1,3,3,4.1,5
P02893,49,Male,White,High School,Liberal,4,1,5,2.7,4
P02894,42,Female,White,Master,Liberal,2,2,5,3.0,1
P02895,46,Male,White,High School,Liberal,1,4,3,3.4,5
P02896,85,Male,Black,High School,Liberal,4,4,3,2.0,3
P02897,18,Female,White,High School,Liberal,2,2,1,1.6,2
P02898,60,Male,Hispanic,Bachelor,Liberal,1,5,3,3.3,3
P02899,36,Female,Hispanic,Master,Liberal,1,2,3,2.3,1
P02900,43,Male,Other,Bachelor,Conservative,2,2,2,1.8,2
P02901,39,Male,Hispanic,Bachelor,Conservative,2,1,5,3.8,4
P02902,34,Male,White,High School,Liberal,5,2,1,4.5,3
P02903,33,Female,White,PhD,Conservative,5,3,4,3.9,3
P02904,43,Female,White,PhD,Moderate,4,3,1,1.8,5
P02905,21,Male,Hispanic,Bachelor,Moderate,4,4,5,3.2,5
P02906,49,Female,Hispanic,High School,Moderate,3,5,4,2.7,2
P02907,35,Female,Hispanic,Bachelor,Moderate,5,4,3,2.1,4
P02908,26,Female,White,Bachelor,Liberal,2,1,2,3.1,5
P02909,34,Female,Asian,Not Applicable,Liberal,5,2,2,2.9,3
P02910,55,Female,White,Not Applicable,Moderate,4,4,5,2.8,2
P02911,33,Female,White,Master,Moderate,4,2,5,4.0,5
P02912,44,Male,Asian,High School,Conservative,4,4,2,4.3,5
P02913,31,Male,White,Not Applicable,Liberal,2,2,4,2.7,1
P02914,49,Male,Other,Bachelor,Conservative,1,4,4,2.8,2
P02915,48,Male,White,Master,Moderate,4,3,1,2.8,2
P02916,62,Female,Hispanic,Bachelor,Conservative,5,1,3,3.5,4
P02917,37,Male,White,High School,Liberal,1,4,4,3.3,5
P02918,48,Male,Hispanic,Bachelor,Conservative,5,3,3,2.3,2
P02919,41,Female,Hispanic,High School,Conservative,4,5,5,2.9,4
P02920,55,Male,Hispanic,High School,Moderate,2,4,4,1.5,5
P02921,31,Male,White,Master,Moderate,1,2,4,1.4,3
P02922,48,Male,Hispanic,High School,Liberal,1,1,4,1.8,1
P02923,37,Female,White,High School,Conservative,4,3,1,2.7,4
P02924,39,Male,White,High School,Liberal,4,3,5,3.6,1
P02925,41,Male,White,Bachelor,Moderate,4,1,2,2.2,3
P02926,43,Female,Hispanic,Not Applicable,Liberal,3,4,1,2.9,2
P02927,38,Female,White,High School,Moderate,2,2,1,3.2,5
P02928,42,Female,Hispanic,High School,Moderate,2,5,4,4.5,2
P02929,58,Female,Black,PhD,Conservative,4,4,1,3.1,1
P02930,51,Male,White,Master,Moderate,3,1,2,3.1,2
P02931,50,Male,Hispanic,High School,Conservative,4,4,1,2.4,2
P02932,34,Male,White,Master,Moderate,4,4,1,4.8,4
P02933,29,Male,Hispanic,Bachelor,Liberal,2,1,4,3.8,4
P02934,51,Male,White,Master,Liberal,3,1,5,1.9,3
P02935,50,Male,White,Bachelor,Conservative,2,5,2,4.5,4
P02936,57,Female,White,Not Applicable,Liberal,4,1,4,3.7,4
P02937,32,Female,White,High School,Moderate,5,1,1,3.2,4
P02938,37,Male,White,High School,Liberal,1,1,2,3.7,4
P02939,20,Female,White,Bachelor,Moderate,4,3,3,4.1,3
P02940,35,Male,White,Bachelor,Conservative,3,1,1,2.2,4
P02941,51,Male,White,PhD,Moderate,5,1,5,2.6,4
P02942,34,Female,White,Bachelor,Liberal,3,1,1,3.0,1
P02943,47,Male,Hispanic,High School,Liberal,4,5,5,1.8,4
P02944,37,Male,White,Bachelor,Liberal,4,4,3,3.7,3
P02945,43,Male,Hispanic,Bachelor,Liberal,1,1,4,2.7,3
P02946,26,Female,Black,Not Applicable,Moderate,3,1,4,2.6,2
P02947,41,Female,Black,Bachelor,Moderate,5,5,4,2.4,4
P02948,18,Male,Black,Bachelor,Liberal,1,4,2,3.0,5
P02949,37,Female,White,Master,Moderate,3,5,5,3.2,2
P02950,20,Female,Black,Master,Moderate,4,2,1,4.0,3
P02951,54,Female,White,Bachelor,Liberal,1,2,2,4.0,2
P02952,49,Female,Hispanic,High School,Moderate,4,2,2,1.9,5
P02953,45,Male,Asian,Master,Liberal,2,1,1,3.5,1
P02954,58,Male,White,Master,Moderate,2,5,3,4.2,5
P02955,28,Female,Asian,Master,Conservative,1,1,4,2.8,2
P02956,60,Female,White,Not Applicable,Liberal,1,2,3,2.8,4
P02957,51,Female,White,Master,Moderate,3,4,3,2.6,1
P02958,37,Female,White,Master,Moderate,5,4,4,3.5,5
P02959,53,Female,Asian,Not Applicable,Liberal,5,5,3,3.3,4
P02960,26,Female,Asian,High School,Conservative,2,4,2,4.0,5
P02961,30,Female,Hispanic,Bachelor,Moderate,2,2,1,2.9,3
P02962,32,Female,White,Bachelor,Moderate,2,5,2,4.3,4
P02963,33,Female,White,High School,Moderate,4,5,2,3.6,3
P02964,27,Male,Black,Master,Conservative,5,2,5,4.2,1
P02965,54,Male,White,Master,Conservative,1,2,4,2.4,1
P02966,36,Female,Black,Master,Moderate,2,2,4,4.6,1
P02967,44,Female,White,Not Applicable,Conservative,3,2,2,2.4,1
P02968,33,Female,White,High School,Liberal,1,5,4,2.5,3
P02969,18,Female,White,Master,Moderate,1,4,5,2.6,3
P02970,43,Male,Black,Bachelor,Liberal,1,2,1,2.5,2
P02971,18,Male,White,High School,Liberal,5,3,3,4.9,2
P02972,39,Female,White,High School,Moderate,2,5,4,3.5,3
P02973,23,Male,White,PhD,Conservative,3,1,2,3.5,1
P02974,63,Male,White,Bachelor,Moderate,4,4,4,1.1,2
P02975,50,Male,White,Master,Moderate,3,5,2,4.3,4
P02976,41,Male,White,Bachelor,Moderate,3,2,3,2.0,3
P02977,55,Female,Black,High School,Moderate,3,3,4,3.0,4
P02978,29,Male,White,High School,Liberal,4,1,3,2.3,1
P02979,46,Female,Asian,Bachelor,Liberal,3,4,2,3.2,3
P02980,42,Male,Black,Not Applicable,Liberal,3,2,5,4.5,2
P02981,43,Female,White,High School,Moderate,2,5,5,2.0,2
P02982,55,Male,White,Not Applicable,Liberal,2,5,1,2.3,4
P02983,48,Female,Hispanic,Not Applicable,Liberal,2,4,2,3.1,3
P02984,43,Female,White,Not Applicable,Moderate,1,3,2,4.6,1
P02985,20,Male,White,Bachelor,Moderate,3,2,2,2.6,5
P02986,28,Female,White,Not Applicable,Moderate,5,4,5,2.3,5
P02987,38,Female,Black,Bachelor,Liberal,5,4,5,3.2,1
P02988,41,Male,White,High School,Moderate,5,5,5,3.0,2
P02989,26,Male,Other,High School,Conservative,4,4,4,2.0,5
P02990,68,Female,Hispanic,Not Applicable,Conservative,2,1,4,2.6,1
P02991,58,Female,White,High School,Conservative,2,1,5,1.0,4
P02992,47,Male,White,Bachelor,Liberal,2,2,3,3.0,2
P02993,40,Male,White,High School,Moderate,4,4,4,1.8,1
P02994,37,Female,White,High School,Liberal,3,5,4,5.0,4
P02995,28,Female,White,High School,Liberal,1,2,4,3.6,3
P02996,40,Female,White,Master,Liberal,2,3,4,3.3,5
P02997,43,Male,White,Bachelor,Conservative,3,5,1,3.5,5
P02998,25,Female,White,PhD,Moderate,5,3,4,2.5,5
P02999,44,Male,White,Bachelor,Moderate,1,2,3,2.9,1
P03000,38,Male,Hispanic,Not Applicable,Moderate,5,1,1,3.5,3
P03001,18,Female,White,Bachelor,Liberal,3,5,4,2.0,1
P03002,29,Female,Other,Bachelor,Moderate,3,5,2,3.7,1
P03003,35,Male,White,Bachelor,Moderate,5,2,1,5.0,3
P03004,62,Male,White,Bachelor,Moderate,1,5,4,1.5,4
P03005,46,Female,White,Master,Conservative,5,5,3,3.5,2
P03006,23,Female,White,Bachelor,Liberal,5,2,5,2.2,5
P03007,45,Female,White,Master,Conservative,5,4,4,3.7,3
P03008,21,Female,Hispanic,Master,Moderate,1,2,2,3.3,4
P03009,52,Male,Other,High School,Moderate,4,5,3,4.9,3
P03010,34,Other,White,Bachelor,Moderate,1,2,1,4.7,2
P03011,38,Female,White,High School,Conservative,5,5,3,1.6,3
P03012,55,Female,White,Bachelor,Liberal,2,3,4,3.8,3
P03013,24,Female,White,Bachelor,Moderate,2,3,2,3.7,4
P03014,23,Female,White,Not Applicable,Moderate,3,1,3,4.2,5
P03015,32,Male,White,High School,Liberal,4,2,3,3.5,5
P03016,52,Male,White,High School,Liberal,3,2,5,3.6,4
P03017,21,Female,White,High School,Conservative,3,3,5,2.0,4
P03018,18,Male,White,Bachelor,Liberal,2,3,4,3.4,1
P03019,34,Male,White,Master,Liberal,1,3,1,2.8,1
P03020,46,Female,White,Master,Conservative,3,1,1,3.7,2
P03021,54,Female,Other,Master,Conservative,3,1,2,2.9,1
P03022,34,Male,White,PhD,Liberal,4,4,4,3.4,1
P03023,35,Female,Hispanic,High School,Moderate,2,2,1,3.6,3
P03024,53,Female,Hispanic,High School,Moderate,1,1,3,3.6,3
P03025,18,Female,Hispanic,High School,Conservative,4,5,4,2.3,4
P03026,35,Female,Hispanic,Master,Conservative,1,2,3,5.0,5
P03027,42,Male,Black,Master,Conservative,1,4,2,3.3,2
P03028,45,Male,Hispanic,Bachelor,Liberal,3,3,4,3.6,1
P03029,33,Male,White,High School,Moderate,4,4,2,3.1,3
P03030,40,Female,White,High School,Liberal,3,2,5,1.9,5
P03031,18,Female,Other,Not Applicable,Liberal,5,3,2,3.8,1
P03032,32,Female,Asian,High School,Conservative,1,4,5,3.3,5
P03033,45,Female,Hispanic,Master,Liberal,4,4,4,3.9,3
P03034,28,Female,Asian,High School,Moderate,2,2,3,2.3,4
P03035,40,Female,Hispanic,High School,Conservative,3,1,3,2.7,1
P03036,45,Male,Black,Master,Liberal,5,5,3,3.3,1
P03037,35,Male,Asian,High School,Liberal,5,4,2,3.0,2
P03038,42,Female,White,Master,Conservative,5,5,4,2.7,1
P03039,28,Male,Hispanic,Bachelor,Conservative,3,2,4,3.3,3
P03040,37,Male,Hispanic,Bachelor,Conservative,2,2,5,4.4,5
P03041,47,Female,Hispanic,Master,Moderate,4,1,4,3.5,5
P03042,41,Male,Black,Bachelor,Liberal,1,3,3,4.2,4
P03043,32,Female,White,High School,Liberal,2,5,4,2.8,4
P03044,42,Male,White,Master,Moderate,3,4,5,3.1,3
P03045,48,Male,Hispanic,Bachelor,Liberal,4,3,4,3.2,5
P03046,18,Male,White,High School,Conservative,1,5,4,2.6,4
P03047,53,Female,White,PhD,Moderate,4,5,3,3.3,4
P03048,35,Male,White,Bachelor,Moderate,1,3,4,4.6,2
P03049,45,Female,Hispanic,Master,Conservative,1,3,2,4.7,2
P03050,54,Female,Hispanic,Master,Conservative,5,1,5,4.4,3
P03051,23,Female,Hispanic,Bachelor,Moderate,3,4,5,3.3,3
P03052,31,Male,Black,Bachelor,Conservative,2,4,5,2.3,3
P03053,36,Male,White,Bachelor,Conservative,5,4,4,5.0,3
P03054,30,Female,White,Bachelor,Conservative,5,3,2,2.5,5
P03055,60,Female,White,PhD,Conservative,4,1,5,4.5,1
P03056,29,Other,Hispanic,Master,Conservative,1,2,1,3.4,3
P03057,33,Male,White,High School,Moderate,1,1,3,2.0,2
P03058,42,Female,Black,Bachelor,Liberal,4,3,1,1.5,1
P03059,25,Male,White,Not Applicable,Liberal,3,1,1,4.4,1
P03060,35,Male,White,Bachelor,Liberal,1,3,5,2.4,5
P03061,43,Male,Hispanic,Master,Liberal,5,5,1,1.7,4
P03062,36,Male,White,Master,Moderate,5,5,1,2.7,1
P03063,38,Female,Asian,High School,Liberal,1,2,2,3.0,5
P03064,33,Male,White,High School,Conservative,1,5,3,3.4,5
P03065,21,Female,White,Master,Conservative,3,2,4,3.3,5
P03066,43,Male,White,Bachelor,Liberal,1,4,5,2.3,3
P03067,61,Female,White,Bachelor,Liberal,3,3,5,3.0,4
P03068,40,Male,Asian,Master,Conservative,5,4,1,4.7,3
P03069,42,Male,White,Master,Conservative,3,4,4,1.9,2
P03070,48,Male,White,High School,Conservative,1,2,4,3.5,4
P03071,24,Male,White,High School,Conservative,2,3,4,1.9,3
P03072,60,Female,Black,High School,Conservative,1,2,5,2.6,4
P03073,42,Male,Hispanic,Bachelor,Moderate,2,1,5,4.1,2
P03074,59,Female,White,High School,Liberal,5,4,2,1.0,3
P03075,31,Male,White,Bachelor,Conservative,4,3,5,5.0,4
P03076,61,Female,Hispanic,High School,Liberal,5,4,5,1.7,2
P03077,49,Female,Black,Bachelor,Conservative,5,1,2,1.0,5
P03078,46,Male,White,High School,Moderate,5,1,5,3.0,4
P03079,42,Male,Black,Bachelor,Conservative,3,3,1,2.6,2
P03080,37,Male,Black,Bachelor,Liberal,5,3,1,2.4,5
P03081,54,Female,Asian,High School,Moderate,4,1,2,3.6,2
P03082,41,Male,Black,PhD,Moderate,1,4,2,2.1,1
P03083,18,Female,Hispanic,High School,Conservative,2,5,1,3.6,2
P03084,26,Female,White,Bachelor,Liberal,5,4,4,3.8,3
P03085,37,Female,Hispanic,PhD,Conservative,2,5,5,1.6,3
P03086,43,Female,White,Bachelor,Conservative,5,2,3,4.0,3
P03087,39,Female,Black,Master,Conservative,3,3,3,3.8,3
P03088,54,Male,White,High School,Conservative,2,1,2,4.6,1
P03089,18,Female,White,Bachelor,Moderate,5,2,3,3.0,1
P03090,41,Female,Asian,Bachelor,Liberal,5,4,4,2.2,1
P03091,18,Male,Black,High School,Liberal,4,5,3,4.3,5
P03092,49,Female,White,Bachelor,Conservative,4,3,1,3.0,4
P03093,38,Male,White,High School,Conservative,4,5,2,4.8,3
P03094,45,Female,White,Bachelor,Liberal,3,4,3,3.7,4
P03095,29,Female,Other,PhD,Moderate,2,4,5,3.0,3
P03096,55,Male,Hispanic,High School,Moderate,3,1,2,2.1,3
P03097,52,Female,White,High School,Liberal,1,2,4,2.9,3
P03098,47,Male,Hispanic,Bachelor,Moderate,5,3,1,3.9,1
P03099,38,Male,Hispanic,Bachelor,Liberal,5,1,3,1.5,5
P03100,46,Male,White,Master,Liberal,5,5,1,2.6,3
P03101,31,Female,Black,Bachelor,Moderate,4,2,4,1.4,3
P03102,50,Male,White,High School,Moderate,5,3,3,2.0,3
P03103,59,Male,Black,Master,Liberal,4,5,2,2.4,2
P03104,52,Female,White,Master,Moderate,1,3,2,2.7,3
P03105,31,Male,White,Bachelor,Liberal,3,3,5,3.4,1
P03106,44,Male,White,Bachelor,Liberal,3,2,4,3.7,1
P03107,24,Male,White,High School,Liberal,3,5,3,4.4,4
P03108,46,Male,Hispanic,High School,Liberal,4,1,1,4.6,1
P03109,45,Male,White,High School,Liberal,2,1,1,4.2,4
P03110,18,Male,White,Bachelor,Conservative,2,1,3,2.6,5
P03111,26,Female,Hispanic,PhD,Moderate,1,3,4,3.2,2
P03112,36,Female,White,Bachelor,Liberal,2,4,4,2.4,1
P03113,36,Male,White,High School,Liberal,1,2,1,3.3,3
P03114,25,Male,Hispanic,High School,Liberal,5,1,3,2.8,5
P03115,44,Male,Hispanic,Bachelor,Conservative,3,2,3,1.9,3
P03116,43,Female,White,Bachelor,Liberal,4,3,1,4.5,4
P03117,37,Male,White,Bachelor,Liberal,1,2,3,4.7,4
P03118,30,Male,Other,Bachelor,Moderate,4,1,3,2.2,2
P03119,52,Female,White,Bachelor,Moderate,4,1,2,3.5,5
P03120,59,Male,White,High School,Liberal,3,3,2,2.3,4
P03121,34,Male,White,High School,Moderate,5,3,5,2.9,3
P03122,32,Female,White,High School,Liberal,5,5,5,2.5,1
P03123,45,Female,Asian,High School,Liberal,2,3,4,2.4,1
P03124,35,Male,Asian,High School,Moderate,5,4,2,3.2,5
P03125,38,Female,Hispanic,High School,Conservative,3,4,2,1.2,5
P03126,48,Male,Asian,Master,Moderate,4,1,2,2.5,4
P03127,18,Female,White,Master,Liberal,1,3,2,5.0,1
P03128,55,Female,White,Bachelor,Moderate,1,4,4,1.5,2
P03129,40,Female,Other,Master,Liberal,5,4,1,2.6,2
P03130,35,Female,White,High School,Conservative,2,5,4,3.3,2
P03131,38,Female,White,Master,Moderate,1,3,1,2.8,2
P03132,39,Female,Hispanic,Bachelor,Liberal,2,5,5,2.2,4
P03133,19,Female,White,Bachelor,Moderate,1,2,2,4.0,3
P03134,57,Male,White,Bachelor,Moderate,2,5,1,3.1,2
P03135,40,Male,Hispanic,High School,Liberal,2,2,4,2.4,4
P03136,45,Female,Other,Not Applicable,Conservative,4,2,1,3.9,2
P03137,51,Female,White,High School,Conservative,3,3,3,2.5,2
P03138,27,Male,Hispanic,High School,Liberal,1,2,5,2.1,3
P03139,45,Female,White,High School,Conservative,5,2,5,3.6,2
P03140,36,Female,White,High School,Moderate,3,5,2,1.7,4
P03141,50,Female,Hispanic,High School,Conservative,4,3,2,4.8,4
P03142,18,Female,Other,High School,Conservative,4,3,4,4.5,1
P03143,38,Male,White,High School,Moderate,4,2,1,3.5,5
P03144,32,Male,White,Master,Liberal,5,5,3,2.4,2
P03145,45,Male,White,High School,Conservative,1,5,5,1.9,2
P03146,45,Male,White,High School,Liberal,1,5,1,1.0,4
P03147,31,Female,White,Bachelor,Liberal,2,5,3,4.6,2
P03148,31,Female,White,Not Applicable,Liberal,2,1,1,2.0,4
P03149,38,Female,White,High School,Conservative,2,2,2,3.4,1
P03150,29,Female,White,High School,Conservative,5,2,5,3.2,2
P03151,50,Male,White,Not Applicable,Liberal,3,2,3,1.3,1
P03152,35,Male,Hispanic,High School,Conservative,1,3,2,2.4,1
P03153,18,Male,White,Bachelor,Liberal,2,3,4,1.9,5
P03154,35,Male,White,High School,Conservative,5,5,4,3.8,4
P03155,27,Female,Hispanic,PhD,Moderate,5,3,2,3.8,1
P03156,20,Male,Asian,Not Applicable,Liberal,2,4,3,2.8,4
P03157,25,Male,White,Master,Liberal,4,2,3,2.2,5
P03158,41,Male,White,High School,Liberal,4,2,5,3.2,4
P03159,55,Female,Black,Bachelor,Liberal,4,1,2,4.1,5
P03160,43,Male,White,High School,Conservative,2,1,4,1.5,2
P03161,32,Female,Asian,PhD,Liberal,5,4,2,5.0,5
P03162,45,Male,White,PhD,Conservative,5,1,1,2.8,5
P03163,34,Female,White,Bachelor,Moderate,1,5,3,2.9,5
P03164,31,Male,White,Bachelor,Moderate,4,5,1,4.6,3
P03165,26,Female,Asian,High School,Liberal,2,2,4,2.9,1
P03166,18,Female,Hispanic,Bachelor,Conservative,1,5,3,2.9,4
P03167,35,Female,White,Bachelor,Moderate,5,1,4,2.1,4
P03168,41,Female,White,Bachelor,Conservative,1,4,4,2.4,3
P03169,38,Male,White,High School,Conservative,4,5,4,2.3,2
P03170,35,Male,White,High School,Liberal,3,2,5,1.2,1
P03171,28,Male,Hispanic,Master,Liberal,4,2,4,1.0,1
P03172,47,Female,White,Master,Conservative,4,1,4,2.8,1
P03173,24,Male,Hispanic,Not Applicable,Conservative,2,5,1,1.6,1
P03174,49,Male,Black,Master,Moderate,3,1,1,3.7,3
P03175,27,Female,Hispanic,Bachelor,Liberal,3,2,1,2.8,4
P03176,30,Female,Asian,High School,Moderate,3,4,3,1.4,2
P03177,22,Male,White,Not Applicable,Liberal,5,5,5,4.5,2
P03178,33,Female,White,Bachelor,Liberal,1,4,3,2.6,2
P03179,51,Female,White,Bachelor,Moderate,5,5,5,3.5,3
P03180,46,Male,White,Bachelor,Liberal,3,2,5,4.6,3
P03181,51,Male,White,Master,Moderate,2,5,2,3.0,5
P03182,46,Female,White,High School,Conservative,4,2,2,3.0,3
