participant_id,age,gender,race_ethnicity,education_level,political_affiliation,vaccine_hesitancy,trust_in_science,trust_in_government,ad_engagement_score,baseline_attitude_score,ad_group,ad_group_y,vaccine_uptake,post_attitude_score,degree_centrality,community_id
P02916,62,Female,Hispanic,Bachelor,Conservative,5,1,3,3.5,4,Ad_Emotion,Ad_Emotion,1,5,0.01066903756390309,1
P02917,37,Male,White,High School,Liberal,1,4,4,3.3,5,Ad_Emotion,Ad_Emotion,1,4,0.008224049788841965,2
P02918,48,Male,Hispanic,Bachelor,Conservative,5,3,3,2.3,2,Ad_Reason,Ad_Reason,0,3,0.011113580795732384,0
P02919,41,Female,Hispanic,High School,Conservative,4,5,5,2.9,4,Control,Control,1,2,0.010446765947988441,0
P02921,31,Male,White,Master,Moderate,1,2,4,1.4,3,Ad_Reason,Ad_Reason,1,4,0.007779506557012669,1
P02922,48,Male,Hispanic,High School,Liberal,1,1,4,1.8,1,Ad_Emotion,Ad_Emotion,0,3,0.011335852411647033,2
P02923,37,Female,White,High School,Conservative,4,3,1,2.7,4,Control,Control,1,2,0.008224049788841965,0
P02924,39,Male,White,High School,Liberal,4,3,5,3.6,1,Ad_Reason,Ad_Reason,1,2,0.00955767948432985,0
P02925,41,Male,White,Bachelor,Moderate,4,1,2,2.2,3,Control,Control,1,5,0.010446765947988441,2
P02926,43,Female,Hispanic,Not Applicable,Liberal,3,4,1,2.9,2,Ad_Reason,Ad_Reason,1,2,0.008001778172927318,2
P02927,38,Female,White,High School,Moderate,2,2,1,3.2,5,Ad_Emotion,Ad_Emotion,1,5,0.008890864636585907,0
P02928,42,Female,Hispanic,High School,Moderate,2,5,4,4.5,2,Control,Control,1,1,0.007779506557012669,1
P02929,58,Female,Black,PhD,Conservative,4,4,1,3.1,1,Ad_Reason,Ad_Reason,1,3,0.012224938875305623,2
P02930,51,Male,White,Master,Moderate,3,1,2,3.1,2,Control,Control,0,2,0.00955767948432985,2
P02931,50,Male,Hispanic,High School,Conservative,4,4,1,2.4,2,Control,Control,0,3,0.008890864636585907,2
P02933,29,Male,Hispanic,Bachelor,Liberal,2,1,4,3.8,4,Control,Control,1,3,0.008446321404756612,0
P02934,51,Male,White,Master,Liberal,3,1,5,1.9,3,Ad_Reason,Ad_Reason,1,5,0.007557234941098022,0
P02935,50,Male,White,Bachelor,Conservative,2,5,2,4.5,4,Ad_Emotion,Ad_Emotion,0,4,0.011780395643476329,0
P02936,57,Female,White,Not Applicable,Liberal,4,1,4,3.7,4,Ad_Reason,Ad_Reason,1,4,0.012002667259390976,0
P02937,32,Female,White,High School,Moderate,5,1,1,3.2,4,Ad_Reason,Ad_Reason,1,3,0.010891309179817737,2
P02938,37,Male,White,High School,Liberal,1,1,2,3.7,4,Ad_Reason,Ad_Reason,1,3,0.009779951100244499,1
P02940,35,Male,White,Bachelor,Conservative,3,1,1,2.2,4,Control,Control,0,4,0.013114025338964214,2
P02941,51,Male,White,PhD,Moderate,5,1,5,2.6,4,Control,Control,1,4,0.012224938875305623,2
P02942,34,Female,White,Bachelor,Liberal,3,1,1,3.0,1,Control,Control,1,2,0.008224049788841965,2
P02943,47,Male,Hispanic,High School,Liberal,4,5,5,1.8,4,Ad_Emotion,Ad_Emotion,0,5,0.00955767948432985,2
P02944,37,Male,White,Bachelor,Liberal,4,4,3,3.7,3,Control,Control,1,3,0.011113580795732384,0
P02945,43,Male,Hispanic,Bachelor,Liberal,1,1,4,2.7,3,Ad_Emotion,Ad_Emotion,0,2,0.013336296954878861,1
P02946,26,Female,Black,Not Applicable,Moderate,3,1,4,2.6,2,Control,Control,0,4,0.011113580795732384,1
P02947,41,Female,Black,Bachelor,Moderate,5,5,4,2.4,4,Control,Control,1,4,0.00866859302067126,2
P02948,18,Male,Black,Bachelor,Liberal,1,4,2,3.0,5,Ad_Reason,Ad_Reason,1,2,0.010002222716159146,1
P02949,37,Female,White,Master,Moderate,3,5,5,3.2,2,Ad_Emotion,Ad_Emotion,1,3,0.009335407868415203,2
P02950,20,Female,Black,Master,Moderate,4,2,1,4.0,3,Ad_Reason,Ad_Reason,1,4,0.010446765947988441,0
P02952,49,Female,Hispanic,High School,Moderate,4,2,2,1.9,5,Ad_Reason,Ad_Reason,1,4,0.010891309179817737,0
P02953,45,Male,Asian,Master,Liberal,2,1,1,3.5,1,Ad_Emotion,Ad_Emotion,1,4,0.009779951100244499,2
P02954,58,Male,White,Master,Moderate,2,5,3,4.2,5,Ad_Emotion,Ad_Emotion,0,4,0.00866859302067126,1
P02955,28,Female,Asian,Master,Conservative,1,1,4,2.8,2,Control,Control,0,2,0.009779951100244499,1
P02956,60,Female,White,Not Applicable,Liberal,1,2,3,2.8,4,Ad_Reason,Ad_Reason,0,3,0.009779951100244499,2
P02957,51,Female,White,Master,Moderate,3,4,3,2.6,1,Control,Control,1,3,0.011780395643476329,1
P02958,37,Female,White,Master,Moderate,5,4,4,3.5,5,Ad_Reason,Ad_Reason,0,4,0.007779506557012669,1
P02959,53,Female,Asian,Not Applicable,Liberal,5,5,3,3.3,4,Ad_Emotion,Ad_Emotion,1,4,0.01066903756390309,0
P02961,30,Female,Hispanic,Bachelor,Moderate,2,2,1,2.9,3,Ad_Emotion,Ad_Emotion,1,4,0.008890864636585907,1
P02963,33,Female,White,High School,Moderate,4,5,2,3.6,3,Ad_Emotion,Ad_Emotion,1,2,0.01066903756390309,1
P02964,27,Male,Black,Master,Conservative,5,2,5,4.2,1,Ad_Reason,Ad_Reason,0,4,0.009335407868415203,0
P02965,54,Male,White,Master,Conservative,1,2,4,2.4,1,Control,Control,0,1,0.012002667259390976,1
P02966,36,Female,Black,Master,Moderate,2,2,4,4.6,1,Ad_Reason,Ad_Reason,0,4,0.010446765947988441,0
P02967,44,Female,White,Not Applicable,Conservative,3,2,2,2.4,1,Control,Control,0,3,0.009779951100244499,1
P02969,18,Female,White,Master,Moderate,1,4,5,2.6,3,Control,Control,1,3,0.010224494332073794,3
P02970,43,Male,Black,Bachelor,Liberal,1,2,1,2.5,2,Ad_Emotion,Ad_Emotion,1,4,0.007779506557012669,0
P02971,18,Male,White,High School,Liberal,5,3,3,4.9,2,Control,Control,0,5,0.00866859302067126,0
P02972,39,Female,White,High School,Moderate,2,5,4,3.5,3,Ad_Emotion,Ad_Emotion,1,3,0.011335852411647033,1
P02973,23,Male,White,PhD,Conservative,3,1,2,3.5,1,Ad_Emotion,Ad_Emotion,1,4,0.00866859302067126,0
P02974,63,Male,White,Bachelor,Moderate,4,4,4,1.1,2,Control,Control,0,4,0.012447210491220271,0
P02975,50,Male,White,Master,Moderate,3,5,2,4.3,4,Ad_Reason,Ad_Reason,0,4,0.009779951100244499,0
P02978,29,Male,White,High School,Liberal,4,1,3,2.3,1,Ad_Reason,Ad_Reason,0,4,0.010891309179817737,0
P02979,46,Female,Asian,Bachelor,Liberal,3,4,2,3.2,3,Ad_Reason,Ad_Reason,1,3,0.00866859302067126,0
P02980,42,Male,Black,Not Applicable,Liberal,3,2,5,4.5,2,Ad_Emotion,Ad_Emotion,0,2,0.008224049788841965,2
P02981,43,Female,White,High School,Moderate,2,5,5,2.0,2,Ad_Reason,Ad_Reason,1,4,0.00866859302067126,0
P02982,55,Male,White,Not Applicable,Liberal,2,5,1,2.3,4,Ad_Emotion,Ad_Emotion,1,5,0.010891309179817737,0
P02984,43,Female,White,Not Applicable,Moderate,1,3,2,4.6,1,Ad_Emotion,Ad_Emotion,1,5,0.008224049788841965,2
P02985,20,Male,White,Bachelor,Moderate,3,2,2,2.6,5,Control,Control,1,4,0.011113580795732384,1
P02986,28,Female,White,Not Applicable,Moderate,5,4,5,2.3,5,Control,Control,1,3,0.009113136252500556,0
P02987,38,Female,Black,Bachelor,Liberal,5,4,5,3.2,1,Ad_Emotion,Ad_Emotion,0,2,0.01066903756390309,1
P02988,41,Male,White,High School,Moderate,5,5,5,3.0,2,Control,Control,1,2,0.012447210491220271,2
P02989,26,Male,Other,High School,Conservative,4,4,4,2.0,5,Ad_Reason,Ad_Reason,1,3,0.010002222716159146,2
P02990,68,Female,Hispanic,Not Applicable,Conservative,2,1,4,2.6,1,Ad_Reason,Ad_Reason,1,4,0.00955767948432985,1
P02991,58,Female,White,High School,Conservative,2,1,5,1.0,4,Ad_Emotion,Ad_Emotion,0,3,0.010446765947988441,2
P02992,47,Male,White,Bachelor,Liberal,2,2,3,3.0,2,Ad_Reason,Ad_Reason,0,4,0.010446765947988441,1
P02993,40,Male,White,High School,Moderate,4,4,4,1.8,1,Ad_Emotion,Ad_Emotion,0,2,0.012669482107134918,2
P02995,28,Female,White,High School,Liberal,1,2,4,3.6,3,Ad_Reason,Ad_Reason,1,2,0.012669482107134918,1
P02996,40,Female,White,Master,Liberal,2,3,4,3.3,5,Control,Control,1,2,0.00866859302067126,4
P02997,43,Male,White,Bachelor,Conservative,3,5,1,3.5,5,Ad_Reason,Ad_Reason,1,4,0.00955767948432985,0
P02998,25,Female,White,PhD,Moderate,5,3,4,2.5,5,Ad_Reason,Ad_Reason,1,1,0.010224494332073794,0
P02999,44,Male,White,Bachelor,Moderate,1,2,3,2.9,1,Ad_Emotion,Ad_Emotion,0,3,0.00955767948432985,1
P03001,18,Female,White,Bachelor,Liberal,3,5,4,2.0,1,Ad_Emotion,Ad_Emotion,1,4,0.008890864636585907,1
P03002,29,Female,Other,Bachelor,Moderate,3,5,2,3.7,1,Ad_Emotion,Ad_Emotion,1,3,0.00866859302067126,2
P03003,35,Male,White,Bachelor,Moderate,5,2,1,5.0,3,Control,Control,0,3,0.008446321404756612,0
P03004,62,Male,White,Bachelor,Moderate,1,5,4,1.5,4,Control,Control,0,2,0.013114025338964214,1
P03005,46,Female,White,Master,Conservative,5,5,3,3.5,2,Control,Control,0,3,0.010224494332073794,1
P03007,45,Female,White,Master,Conservative,5,4,4,3.7,3,Ad_Emotion,Ad_Emotion,1,4,0.007557234941098022,2
P03008,21,Female,Hispanic,Master,Moderate,1,2,2,3.3,4,Ad_Emotion,Ad_Emotion,0,4,0.010446765947988441,0
P03009,52,Male,Other,High School,Moderate,4,5,3,4.9,3,Control,Control,0,4,0.010446765947988441,2
P03011,38,Female,White,High School,Conservative,5,5,3,1.6,3,Ad_Reason,Ad_Reason,1,3,0.010891309179817737,0
P03012,55,Female,White,Bachelor,Liberal,2,3,4,3.8,3,Ad_Reason,Ad_Reason,1,4,0.009779951100244499,1
P03013,24,Female,White,Bachelor,Moderate,2,3,2,3.7,4,Ad_Emotion,Ad_Emotion,0,2,0.00955767948432985,3
P03014,23,Female,White,Not Applicable,Moderate,3,1,3,4.2,5,Ad_Reason,Ad_Reason,0,5,0.01155812402756168,0
P03015,32,Male,White,High School,Liberal,4,2,3,3.5,5,Ad_Reason,Ad_Reason,0,4,0.009779951100244499,0
P03016,52,Male,White,High School,Liberal,3,2,5,3.6,4,Control,Control,0,3,0.00955767948432985,0
P03017,21,Female,White,High School,Conservative,3,3,5,2.0,4,Ad_Emotion,Ad_Emotion,1,2,0.008001778172927318,1
P03018,18,Male,White,Bachelor,Liberal,2,3,4,3.4,1,Ad_Emotion,Ad_Emotion,1,3,0.010891309179817737,1
P03019,34,Male,White,Master,Liberal,1,3,1,2.8,1,Control,Control,1,1,0.008890864636585907,0
P03020,46,Female,White,Master,Conservative,3,1,1,3.7,2,Ad_Reason,Ad_Reason,1,4,0.009779951100244499,0
P03021,54,Female,Other,Master,Conservative,3,1,2,2.9,1,Ad_Reason,Ad_Reason,1,3,0.008890864636585907,1
P03022,34,Male,White,PhD,Liberal,4,4,4,3.4,1,Ad_Emotion,Ad_Emotion,1,4,0.00955767948432985,2
P03023,35,Female,Hispanic,High School,Moderate,2,2,1,3.6,3,Ad_Reason,Ad_Reason,1,3,0.00955767948432985,2
P03024,53,Female,Hispanic,High School,Moderate,1,1,3,3.6,3,Control,Control,1,4,0.009779951100244499,1
P03025,18,Female,Hispanic,High School,Conservative,4,5,4,2.3,4,Control,Control,0,3,0.009113136252500556,2
P03026,35,Female,Hispanic,Master,Conservative,1,2,3,5.0,5,Ad_Emotion,Ad_Emotion,0,4,0.00866859302067126,1
P03027,42,Male,Black,Master,Conservative,1,4,2,3.3,2,Control,Control,1,4,0.00866859302067126,1
P03028,45,Male,Hispanic,Bachelor,Liberal,3,3,4,3.6,1,Control,Control,1,2,0.009335407868415203,1
P03029,33,Male,White,High School,Moderate,4,4,2,3.1,3,Ad_Emotion,Ad_Emotion,0,3,0.012447210491220271,0
P03030,40,Female,White,High School,Liberal,3,2,5,1.9,5,Control,Control,0,2,0.01066903756390309,0
P03031,18,Female,Other,Not Applicable,Liberal,5,3,2,3.8,1,Control,Control,0,3,0.00866859302067126,2
P03032,32,Female,Asian,High School,Conservative,1,4,5,3.3,5,Control,Control,1,3,0.007779506557012669,1
P03033,45,Female,Hispanic,Master,Liberal,4,4,4,3.9,3,Ad_Reason,Ad_Reason,0,2,0.00955767948432985,0
P03034,28,Female,Asian,High School,Moderate,2,2,3,2.3,4,Ad_Emotion,Ad_Emotion,0,3,0.008890864636585907,1
P03035,40,Female,Hispanic,High School,Conservative,3,1,3,2.7,1,Ad_Emotion,Ad_Emotion,0,4,0.014669926650366748,0
P03036,45,Male,Black,Master,Liberal,5,5,3,3.3,1,Ad_Emotion,Ad_Emotion,1,5,0.008001778172927318,2
P03037,35,Male,Asian,High School,Liberal,5,4,2,3.0,2,Ad_Reason,Ad_Reason,1,5,0.007557234941098022,2
P03038,42,Female,White,Master,Conservative,5,5,4,2.7,1,Ad_Reason,Ad_Reason,0,2,0.011113580795732384,1
P03039,28,Male,Hispanic,Bachelor,Conservative,3,2,4,3.3,3,Ad_Emotion,Ad_Emotion,0,3,0.009113136252500556,1
P03040,37,Male,Hispanic,Bachelor,Conservative,2,2,5,4.4,5,Ad_Reason,Ad_Reason,1,4,0.010002222716159146,1
P03041,47,Female,Hispanic,Master,Moderate,4,1,4,3.5,5,Ad_Emotion,Ad_Emotion,1,4,0.011335852411647033,0
P03042,41,Male,Black,Bachelor,Liberal,1,3,3,4.2,4,Ad_Reason,Ad_Reason,0,5,0.011113580795732384,2
P03043,32,Female,White,High School,Liberal,2,5,4,2.8,4,Control,Control,0,2,0.01155812402756168,0
P03044,42,Male,White,Master,Moderate,3,4,5,3.1,3,Control,Control,1,1,0.008890864636585907,2
P03045,48,Male,Hispanic,Bachelor,Liberal,4,3,4,3.2,5,Ad_Emotion,Ad_Emotion,1,5,0.010224494332073794,2
P03046,18,Male,White,High School,Conservative,1,5,4,2.6,4,Ad_Reason,Ad_Reason,0,5,0.00955767948432985,0
P03047,53,Female,White,PhD,Moderate,4,5,3,3.3,4,Ad_Reason,Ad_Reason,0,5,0.012447210491220271,2
P03048,35,Male,White,Bachelor,Moderate,1,3,4,4.6,2,Control,Control,0,2,0.012002667259390976,1
P03049,45,Female,Hispanic,Master,Conservative,1,3,2,4.7,2,Control,Control,1,2,0.006890420093354078,1
P03050,54,Female,Hispanic,Master,Conservative,5,1,5,4.4,3,Ad_Reason,Ad_Reason,1,3,0.011113580795732384,0
P03051,23,Female,Hispanic,Bachelor,Moderate,3,4,5,3.3,3,Ad_Reason,Ad_Reason,0,3,0.010446765947988441,1
P03053,36,Male,White,Bachelor,Conservative,5,4,4,5.0,3,Ad_Reason,Ad_Reason,1,3,0.008224049788841965,0
P03054,30,Female,White,Bachelor,Conservative,5,3,2,2.5,5,Ad_Reason,Ad_Reason,1,4,0.008890864636585907,2
P03055,60,Female,White,PhD,Conservative,4,1,5,4.5,1,Ad_Reason,Ad_Reason,0,3,0.008446321404756612,0
P03056,29,Other,Hispanic,Master,Conservative,1,2,1,3.4,3,Ad_Emotion,Ad_Emotion,1,4,0.010891309179817737,0
P03057,33,Male,White,High School,Moderate,1,1,3,2.0,2,Ad_Reason,Ad_Reason,0,2,0.00866859302067126,0
P03058,42,Female,Black,Bachelor,Liberal,4,3,1,1.5,1,Control,Control,0,3,0.010002222716159146,1
P03059,25,Male,White,Not Applicable,Liberal,3,1,1,4.4,1,Ad_Emotion,Ad_Emotion,1,5,0.00866859302067126,1
P03062,36,Male,White,Master,Moderate,5,5,1,2.7,1,Ad_Emotion,Ad_Emotion,0,1,0.011335852411647033,1
P03063,38,Female,Asian,High School,Liberal,1,2,2,3.0,5,Control,Control,0,2,0.01066903756390309,0
P03064,33,Male,White,High School,Conservative,1,5,3,3.4,5,Ad_Reason,Ad_Reason,1,3,0.010002222716159146,0
P03065,21,Female,White,Master,Conservative,3,2,4,3.3,5,Ad_Reason,Ad_Reason,1,4,0.01533674149811069,0
P03066,43,Male,White,Bachelor,Liberal,1,4,5,2.3,3,Ad_Reason,Ad_Reason,0,2,0.008446321404756612,2
P03067,61,Female,White,Bachelor,Liberal,3,3,5,3.0,4,Ad_Reason,Ad_Reason,1,4,0.01155812402756168,0
P03069,42,Male,White,Master,Conservative,3,4,4,1.9,2,Ad_Emotion,Ad_Emotion,0,4,0.01066903756390309,2
P03071,24,Male,White,High School,Conservative,2,3,4,1.9,3,Ad_Reason,Ad_Reason,1,4,0.010224494332073794,0
P03072,60,Female,Black,High School,Conservative,1,2,5,2.6,4,Control,Control,0,2,0.010891309179817737,1
P03073,42,Male,Hispanic,Bachelor,Moderate,2,1,5,4.1,2,Ad_Emotion,Ad_Emotion,0,3,0.010446765947988441,3
P03075,31,Male,White,Bachelor,Conservative,4,3,5,5.0,4,Ad_Reason,Ad_Reason,1,2,0.007557234941098022,1
P03076,61,Female,Hispanic,High School,Liberal,5,4,5,1.7,2,Ad_Emotion,Ad_Emotion,0,3,0.00866859302067126,2
P03077,49,Female,Black,Bachelor,Conservative,5,1,2,1.0,5,Ad_Emotion,Ad_Emotion,1,3,0.010891309179817737,0
P03078,46,Male,White,High School,Moderate,5,1,5,3.0,4,Ad_Emotion,Ad_Emotion,1,3,0.009779951100244499,0
P03079,42,Male,Black,Bachelor,Conservative,3,3,1,2.6,2,Ad_Emotion,Ad_Emotion,0,5,0.01066903756390309,0
P03080,37,Male,Black,Bachelor,Liberal,5,3,1,2.4,5,Ad_Emotion,Ad_Emotion,1,2,0.00866859302067126,0
P03081,54,Female,Asian,High School,Moderate,4,1,2,3.6,2,Ad_Reason,Ad_Reason,1,2,0.009113136252500556,2
P03082,41,Male,Black,PhD,Moderate,1,4,2,2.1,1,Ad_Emotion,Ad_Emotion,0,3,0.005556790397866192,1
P03083,18,Female,Hispanic,High School,Conservative,2,5,1,3.6,2,Ad_Reason,Ad_Reason,1,4,0.013336296954878861,0
P03084,26,Female,White,Bachelor,Liberal,5,4,4,3.8,3,Ad_Reason,Ad_Reason,1,1,0.008001778172927318,0
P03085,37,Female,Hispanic,PhD,Conservative,2,5,5,1.6,3,Ad_Emotion,Ad_Emotion,1,5,0.01066903756390309,1
P03086,43,Female,White,Bachelor,Conservative,5,2,3,4.0,3,Ad_Emotion,Ad_Emotion,0,4,0.009335407868415203,1
P03087,39,Female,Black,Master,Conservative,3,3,3,3.8,3,Ad_Reason,Ad_Reason,1,5,0.007779506557012669,0
P03089,18,Female,White,Bachelor,Moderate,5,2,3,3.0,1,Ad_Emotion,Ad_Emotion,1,2,0.010446765947988441,1
P03090,41,Female,Asian,Bachelor,Liberal,5,4,4,2.2,1,Ad_Emotion,Ad_Emotion,1,4,0.010891309179817737,0
P03091,18,Male,Black,High School,Liberal,4,5,3,4.3,5,Control,Control,0,1,0.014225383418537452,2
P03092,49,Female,White,Bachelor,Conservative,4,3,1,3.0,4,Ad_Reason,Ad_Reason,1,3,0.011113580795732384,1
P03094,45,Female,White,Bachelor,Liberal,3,4,3,3.7,4,Ad_Emotion,Ad_Emotion,0,3,0.011113580795732384,0
P03095,29,Female,Other,PhD,Moderate,2,4,5,3.0,3,Control,Control,1,2,0.01155812402756168,1
P03096,55,Male,Hispanic,High School,Moderate,3,1,2,2.1,3,Ad_Emotion,Ad_Emotion,0,5,0.009779951100244499,0
P03097,52,Female,White,High School,Liberal,1,2,4,2.9,3,Control,Control,1,4,0.012447210491220271,1
P03098,47,Male,Hispanic,Bachelor,Moderate,5,3,1,3.9,1,Ad_Emotion,Ad_Emotion,1,3,0.009779951100244499,2
P03099,38,Male,Hispanic,Bachelor,Liberal,5,1,3,1.5,5,Control,Control,1,4,0.012891753723049567,1
P03101,31,Female,Black,Bachelor,Moderate,4,2,4,1.4,3,Control,Control,1,3,0.01066903756390309,2
P03102,50,Male,White,High School,Moderate,5,3,3,2.0,3,Ad_Reason,Ad_Reason,1,5,0.009335407868415203,0
P03103,59,Male,Black,Master,Liberal,4,5,2,2.4,2,Control,Control,0,3,0.011113580795732384,2
P03104,52,Female,White,Master,Moderate,1,3,2,2.7,3,Ad_Reason,Ad_Reason,1,1,0.009779951100244499,0
P03106,44,Male,White,Bachelor,Liberal,3,2,4,3.7,1,Control,Control,0,3,0.01066903756390309,1
P03107,24,Male,White,High School,Liberal,3,5,3,4.4,4,Ad_Emotion,Ad_Emotion,0,3,0.009335407868415203,0
P03108,46,Male,Hispanic,High School,Liberal,4,1,1,4.6,1,Ad_Emotion,Ad_Emotion,1,5,0.009335407868415203,1
P03110,18,Male,White,Bachelor,Conservative,2,1,3,2.6,5,Ad_Reason,Ad_Reason,0,3,0.007779506557012669,1
P03111,26,Female,Hispanic,PhD,Moderate,1,3,4,3.2,2,Control,Control,1,3,0.011780395643476329,0
P03112,36,Female,White,Bachelor,Liberal,2,4,4,2.4,1,Ad_Emotion,Ad_Emotion,0,5,0.007779506557012669,2
P03113,36,Male,White,High School,Liberal,1,2,1,3.3,3,Ad_Emotion,Ad_Emotion,1,4,0.01066903756390309,1
P03114,25,Male,Hispanic,High School,Liberal,5,1,3,2.8,5,Control,Control,0,3,0.00866859302067126,0
P03115,44,Male,Hispanic,Bachelor,Conservative,3,2,3,1.9,3,Ad_Reason,Ad_Reason,1,3,0.007557234941098022,1
P03116,43,Female,White,Bachelor,Liberal,4,3,1,4.5,4,Ad_Reason,Ad_Reason,1,4,0.011335852411647033,0
P03117,37,Male,White,Bachelor,Liberal,1,2,3,4.7,4,Ad_Emotion,Ad_Emotion,1,3,0.010224494332073794,0
P03118,30,Male,Other,Bachelor,Moderate,4,1,3,2.2,2,Ad_Emotion,Ad_Emotion,1,3,0.008224049788841965,2
P03120,59,Male,White,High School,Liberal,3,3,2,2.3,4,Control,Control,0,2,0.01066903756390309,0
P03122,32,Female,White,High School,Liberal,5,5,5,2.5,1,Ad_Reason,Ad_Reason,1,4,0.009779951100244499,1
P03123,45,Female,Asian,High School,Liberal,2,3,4,2.4,1,Ad_Emotion,Ad_Emotion,1,5,0.012002667259390976,1
P03124,35,Male,Asian,High School,Moderate,5,4,2,3.2,5,Control,Control,1,4,0.012447210491220271,0
P03126,48,Male,Asian,Master,Moderate,4,1,2,2.5,4,Ad_Emotion,Ad_Emotion,1,4,0.008446321404756612,2
P03127,18,Female,White,Master,Liberal,1,3,2,5.0,1,Control,Control,1,4,0.011113580795732384,1
P03128,55,Female,White,Bachelor,Moderate,1,4,4,1.5,2,Ad_Emotion,Ad_Emotion,1,4,0.009113136252500556,0
P03129,40,Female,Other,Master,Liberal,5,4,1,2.6,2,Control,Control,1,1,0.010891309179817737,2
P03130,35,Female,White,High School,Conservative,2,5,4,3.3,2,Control,Control,1,2,0.009335407868415203,2
P03131,38,Female,White,Master,Moderate,1,3,1,2.8,2,Ad_Reason,Ad_Reason,1,4,0.010224494332073794,1
P03132,39,Female,Hispanic,Bachelor,Liberal,2,5,5,2.2,4,Control,Control,1,5,0.009335407868415203,2
P03133,19,Female,White,Bachelor,Moderate,1,2,2,4.0,3,Ad_Emotion,Ad_Emotion,0,2,0.009113136252500556,1
P03134,57,Male,White,Bachelor,Moderate,2,5,1,3.1,2,Control,Control,1,2,0.01155812402756168,1
P03135,40,Male,Hispanic,High School,Liberal,2,2,4,2.4,4,Control,Control,1,2,0.012002667259390976,1
P03136,45,Female,Other,Not Applicable,Conservative,4,2,1,3.9,2,Ad_Reason,Ad_Reason,1,2,0.009335407868415203,1
P03137,51,Female,White,High School,Conservative,3,3,3,2.5,2,Control,Control,1,2,0.00866859302067126,1
P03138,27,Male,Hispanic,High School,Liberal,1,2,5,2.1,3,Control,Control,0,3,0.010891309179817737,1
P03139,45,Female,White,High School,Conservative,5,2,5,3.6,2,Ad_Emotion,Ad_Emotion,1,3,0.010002222716159146,0
P03140,36,Female,White,High School,Moderate,3,5,2,1.7,4,Ad_Reason,Ad_Reason,1,3,0.011335852411647033,1
P03142,18,Female,Other,High School,Conservative,4,3,4,4.5,1,Ad_Reason,Ad_Reason,1,5,0.010446765947988441,0
P03143,38,Male,White,High School,Moderate,4,2,1,3.5,5,Control,Control,0,3,0.007557234941098022,1
P03144,32,Male,White,Master,Liberal,5,5,3,2.4,2,Ad_Reason,Ad_Reason,0,1,0.00866859302067126,1
P03145,45,Male,White,High School,Conservative,1,5,5,1.9,2,Control,Control,1,3,0.00866859302067126,1
P03146,45,Male,White,High School,Liberal,1,5,1,1.0,4,Control,Control,1,2,0.008890864636585907,0
P03149,38,Female,White,High School,Conservative,2,2,2,3.4,1,Ad_Emotion,Ad_Emotion,0,4,0.009335407868415203,0
P03150,29,Female,White,High School,Conservative,5,2,5,3.2,2,Ad_Emotion,Ad_Emotion,1,1,0.008001778172927318,1
P03151,50,Male,White,Not Applicable,Liberal,3,2,3,1.3,1,Ad_Emotion,Ad_Emotion,1,3,0.007557234941098022,0
P03152,35,Male,Hispanic,High School,Conservative,1,3,2,2.4,1,Control,Control,1,3,0.008446321404756612,2
P03154,35,Male,White,High School,Conservative,5,5,4,3.8,4,Ad_Reason,Ad_Reason,1,1,0.010224494332073794,0
P03155,27,Female,Hispanic,PhD,Moderate,5,3,2,3.8,1,Control,Control,1,3,0.008890864636585907,1
P03156,20,Male,Asian,Not Applicable,Liberal,2,4,3,2.8,4,Control,Control,1,5,0.012002667259390976,2
P03157,25,Male,White,Master,Liberal,4,2,3,2.2,5,Ad_Emotion,Ad_Emotion,1,3,0.01155812402756168,3
P03159,55,Female,Black,Bachelor,Liberal,4,1,2,4.1,5,Ad_Emotion,Ad_Emotion,0,3,0.012669482107134918,1
P03160,43,Male,White,High School,Conservative,2,1,4,1.5,2,Ad_Reason,Ad_Reason,1,4,0.009113136252500556,0
P03161,32,Female,Asian,PhD,Liberal,5,4,2,5.0,5,Ad_Reason,Ad_Reason,1,3,0.01066903756390309,2
P03162,45,Male,White,PhD,Conservative,5,1,1,2.8,5,Control,Control,1,2,0.008446321404756612,1
P03163,34,Female,White,Bachelor,Moderate,1,5,3,2.9,5,Ad_Reason,Ad_Reason,1,4,0.00955767948432985,2
P03164,31,Male,White,Bachelor,Moderate,4,5,1,4.6,3,Control,Control,0,2,0.010891309179817737,1
P03165,26,Female,Asian,High School,Liberal,2,2,4,2.9,1,Ad_Reason,Ad_Reason,1,5,0.010002222716159146,1
P03166,18,Female,Hispanic,Bachelor,Conservative,1,5,3,2.9,4,Ad_Emotion,Ad_Emotion,1,4,0.008890864636585907,1
P03167,35,Female,White,Bachelor,Moderate,5,1,4,2.1,4,Ad_Emotion,Ad_Emotion,1,5,0.00866859302067126,0
P03168,41,Female,White,Bachelor,Conservative,1,4,4,2.4,3,Ad_Emotion,Ad_Emotion,1,4,0.012002667259390976,1
P03169,38,Male,White,High School,Conservative,4,5,4,2.3,2,Ad_Emotion,Ad_Emotion,1,2,0.010224494332073794,1
P03170,35,Male,White,High School,Liberal,3,2,5,1.2,1,Control,Control,0,1,0.009113136252500556,2
P03173,24,Male,Hispanic,Not Applicable,Conservative,2,5,1,1.6,1,Ad_Emotion,Ad_Emotion,1,1,0.012669482107134918,2
P03174,49,Male,Black,Master,Moderate,3,1,1,3.7,3,Control,Control,1,4,0.01066903756390309,1
