participant_id,age,gender,race_ethnicity,education_level,political_affiliation,vaccine_hesitancy,trust_in_science,trust_in_government,ad_engagement_score,baseline_attitude_score,ad_group,ad_group_y,vaccine_uptake,post_attitude_score
P02123,39,Female,Other,Bachelor,Liberal,4,1,4,5.0,2,Ad_Emotion,Ad_Emotion,1,2
P02124,36,Male,White,Bachelor,Conservative,3,3,1,1.7,2,Control,Control,1,3
P02125,40,Female,Other,High School,Conservative,4,1,1,2.3,3,Ad_Reason,Ad_Reason,1,4
P02126,46,Female,White,Master,Liberal,5,4,4,3.9,1,Ad_Emotion,Ad_Emotion,1,4
P02127,25,Male,White,Bachelor,Liberal,2,4,1,2.4,3,Ad_Emotion,Ad_Emotion,1,3
P02128,53,Female,Asian,High School,Liberal,2,5,3,3.3,3,Ad_Emotion,Ad_Emotion,1,2
P02129,48,Other,Black,High School,Liberal,3,4,3,3.1,4,Ad_Reason,Ad_Reason,1,4
P02130,48,Male,White,Master,Liberal,3,2,2,1.0,2,Control,Control,0,4
P02131,45,Male,White,Bachelor,Conservative,4,4,4,3.9,3,Ad_Reason,Ad_Reason,1,2
P02132,40,Female,Hispanic,High School,Liberal,1,3,2,2.9,4,Ad_Emotion,Ad_Emotion,1,4
P02133,48,Male,White,High School,Conservative,3,5,3,1.8,4,Ad_Reason,Ad_Reason,1,4
P02134,47,Male,White,High School,Liberal,3,2,3,4.5,2,Ad_Reason,Ad_Reason,1,4
P02135,35,Male,White,Bachelor,Moderate,3,2,3,2.3,2,Control,Control,1,3
P02136,33,Male,White,Master,Moderate,4,1,5,2.2,1,Control,Control,1,3
P02137,41,Male,White,Bachelor,Conservative,5,3,1,1.2,3,Ad_Emotion,Ad_Emotion,0,3
P02138,58,Male,White,Bachelor,Moderate,3,4,2,3.6,4,Ad_Reason,Ad_Reason,1,4
P02139,25,Female,White,PhD,Liberal,5,4,2,3.0,1,Ad_Reason,Ad_Reason,0,4
P02140,22,Female,White,Bachelor,Conservative,4,1,3,1.3,3,Control,Control,0,1
P02141,41,Male,White,Bachelor,Liberal,1,4,5,3.2,3,Ad_Reason,Ad_Reason,0,2
P02143,42,Female,White,Bachelor,Moderate,2,4,2,3.5,4,Ad_Reason,Ad_Reason,0,4
P02145,37,Male,Black,Bachelor,Liberal,2,2,3,2.4,3,Ad_Emotion,Ad_Emotion,0,4
P02146,57,Male,White,Not Applicable,Moderate,4,3,5,4.8,1,Ad_Emotion,Ad_Emotion,1,2
P02147,20,Female,Black,Master,Moderate,2,3,1,3.0,1,Ad_Reason,Ad_Reason,1,4
P02148,30,Female,White,Master,Conservative,4,2,2,3.8,3,Ad_Emotion,Ad_Emotion,0,4
P02149,38,Female,Asian,Bachelor,Liberal,1,2,1,4.3,2,Control,Control,1,5
P02150,20,Female,Other,Bachelor,Liberal,3,5,2,5.0,4,Control,Control,1,2
P02151,37,Male,White,High School,Moderate,3,5,1,1.9,3,Ad_Emotion,Ad_Emotion,1,5
P02152,59,Female,Black,High School,Liberal,3,4,2,2.3,2,Ad_Emotion,Ad_Emotion,1,2
P02153,40,Male,White,Master,Conservative,4,4,3,3.2,1,Ad_Reason,Ad_Reason,0,5
P02154,42,Male,White,Bachelor,Moderate,4,5,4,2.6,2,Ad_Emotion,Ad_Emotion,0,5
P02155,24,Female,Hispanic,Master,Conservative,4,4,5,2.2,3,Ad_Reason,Ad_Reason,0,3
P02156,32,Male,White,High School,Conservative,1,3,2,1.5,3,Ad_Reason,Ad_Reason,1,4
P02158,36,Female,White,Bachelor,Moderate,4,1,2,3.8,3,Control,Control,1,2
P02159,55,Male,Black,Bachelor,Conservative,4,5,4,3.4,5,Control,Control,1,4
P02160,46,Female,White,Master,Liberal,3,3,3,1.4,2,Control,Control,0,3
P02162,42,Female,White,High School,Moderate,2,2,5,3.1,5,Control,Control,1,4
P02163,45,Male,White,High School,Conservative,1,3,4,2.8,2,Ad_Emotion,Ad_Emotion,0,4
P02164,53,Male,Black,High School,Moderate,2,1,5,2.7,3,Control,Control,0,2
P02165,58,Male,White,Bachelor,Conservative,5,4,3,2.7,2,Ad_Emotion,Ad_Emotion,1,3
P02166,27,Male,Black,High School,Conservative,3,1,1,2.5,1,Ad_Reason,Ad_Reason,1,5
P02167,30,Male,White,Master,Conservative,1,3,5,3.1,5,Ad_Emotion,Ad_Emotion,1,4
P02168,24,Female,White,Bachelor,Conservative,2,4,2,4.1,5,Ad_Emotion,Ad_Emotion,1,4
P02169,37,Male,White,Bachelor,Liberal,2,4,3,2.1,3,Control,Control,0,3
P02170,45,Female,Hispanic,Master,Liberal,3,1,2,3.5,2,Ad_Emotion,Ad_Emotion,1,3
P02171,51,Male,White,Bachelor,Conservative,1,1,4,3.1,4,Ad_Reason,Ad_Reason,0,3
P02172,39,Female,Hispanic,Bachelor,Moderate,3,3,3,1.2,3,Ad_Reason,Ad_Reason,0,2
P02173,36,Female,White,High School,Moderate,1,4,3,2.3,3,Control,Control,0,5
P02174,41,Male,White,Bachelor,Liberal,2,5,5,3.0,3,Ad_Reason,Ad_Reason,0,3
P02175,29,Male,White,Bachelor,Liberal,3,1,5,5.0,2,Ad_Emotion,Ad_Emotion,0,4
P02176,65,Female,Hispanic,Bachelor,Liberal,3,5,2,2.3,3,Ad_Reason,Ad_Reason,1,5
P02177,20,Female,Asian,PhD,Moderate,5,5,5,2.4,1,Control,Control,0,4
P02178,42,Female,Asian,PhD,Liberal,3,4,1,3.4,1,Ad_Emotion,Ad_Emotion,1,1
P02179,64,Male,White,Master,Liberal,1,3,3,2.9,5,Control,Control,0,2
P02180,40,Male,White,High School,Moderate,5,5,4,1.7,5,Ad_Emotion,Ad_Emotion,1,4
P02181,37,Female,White,Master,Moderate,3,3,3,1.3,2,Ad_Reason,Ad_Reason,1,4
P02182,35,Female,Hispanic,Bachelor,Liberal,3,1,2,1.1,4,Control,Control,0,5
P02183,37,Male,White,High School,Moderate,5,4,5,3.9,5,Control,Control,0,2
P02184,56,Female,White,High School,Conservative,2,2,3,2.0,5,Ad_Emotion,Ad_Emotion,1,3
P02185,18,Male,White,High School,Moderate,3,4,5,5.0,5,Control,Control,0,2
P02186,58,Male,White,High School,Conservative,4,2,2,2.5,5,Ad_Emotion,Ad_Emotion,1,3
P02187,22,Male,White,Bachelor,Conservative,2,1,5,3.8,3,Ad_Emotion,Ad_Emotion,0,4
P02188,36,Male,Hispanic,Not Applicable,Liberal,3,3,4,1.8,5,Ad_Emotion,Ad_Emotion,1,3
P02189,34,Female,White,High School,Liberal,2,1,2,3.2,2,Ad_Emotion,Ad_Emotion,0,3
P02190,47,Male,Hispanic,PhD,Moderate,1,4,3,4.4,3,Ad_Reason,Ad_Reason,0,2
P02191,20,Male,Hispanic,High School,Moderate,2,2,3,2.7,3,Ad_Emotion,Ad_Emotion,0,4
P02192,45,Female,White,High School,Moderate,5,2,4,1.9,2,Control,Control,1,5
P02193,64,Female,White,Bachelor,Liberal,3,4,1,2.6,4,Ad_Reason,Ad_Reason,1,4
P02194,23,Female,White,Bachelor,Moderate,2,4,5,2.8,5,Control,Control,0,4
P02195,42,Female,Hispanic,High School,Liberal,4,1,3,2.0,1,Ad_Reason,Ad_Reason,1,5
P02196,32,Male,White,High School,Conservative,1,5,4,4.7,4,Ad_Emotion,Ad_Emotion,1,4
P02197,45,Female,White,Bachelor,Liberal,1,2,5,3.0,5,Ad_Reason,Ad_Reason,0,3
P02198,40,Female,White,High School,Conservative,2,4,2,4.3,1,Ad_Reason,Ad_Reason,1,3
P02199,32,Female,White,Master,Liberal,5,1,4,4.1,3,Control,Control,0,4
P02200,45,Male,White,Bachelor,Liberal,1,5,2,4.7,3,Control,Control,0,3
P02202,37,Female,Hispanic,PhD,Conservative,2,4,2,3.6,5,Ad_Reason,Ad_Reason,1,3
P02203,48,Male,Hispanic,High School,Liberal,1,5,5,2.5,2,Ad_Reason,Ad_Reason,1,4
P02204,24,Female,White,Master,Moderate,2,3,1,2.9,3,Ad_Reason,Ad_Reason,0,4
P02205,28,Female,White,Master,Conservative,2,3,2,1.9,3,Ad_Emotion,Ad_Emotion,1,4
P02207,57,Female,White,Bachelor,Liberal,2,2,5,2.3,5,Ad_Emotion,Ad_Emotion,1,3
P02208,44,Female,Hispanic,Bachelor,Conservative,2,4,5,3.7,1,Ad_Emotion,Ad_Emotion,1,5
P02209,36,Male,White,High School,Conservative,5,5,2,1.7,4,Ad_Emotion,Ad_Emotion,1,4
P02210,39,Female,Black,Bachelor,Moderate,1,3,3,2.7,3,Control,Control,0,2
P02211,24,Female,White,Bachelor,Moderate,5,2,4,4.1,4,Ad_Reason,Ad_Reason,1,5
P02212,47,Male,White,Bachelor,Conservative,3,3,5,3.3,2,Ad_Reason,Ad_Reason,0,5
P02213,50,Male,Hispanic,Master,Conservative,5,4,2,2.1,2,Ad_Reason,Ad_Reason,1,3
P02214,34,Male,White,High School,Moderate,3,4,2,2.3,2,Ad_Reason,Ad_Reason,1,3
P02215,34,Female,White,Master,Conservative,3,1,1,3.2,3,Ad_Reason,Ad_Reason,1,5
P02216,43,Male,White,Master,Liberal,5,4,1,3.0,4,Ad_Reason,Ad_Reason,0,4
P02217,34,Female,Hispanic,Bachelor,Liberal,4,4,4,1.7,1,Ad_Reason,Ad_Reason,1,3
P02218,39,Male,White,Bachelor,Liberal,5,4,4,2.6,5,Ad_Reason,Ad_Reason,1,2
P02219,65,Male,Hispanic,High School,Liberal,1,2,4,2.9,4,Control,Control,0,2
P02220,37,Female,White,Not Applicable,Moderate,5,5,4,3.6,5,Ad_Reason,Ad_Reason,1,3
P02221,35,Male,White,High School,Moderate,4,5,2,4.0,4,Control,Control,1,4
P02222,32,Female,Asian,Bachelor,Liberal,5,4,2,3.7,3,Ad_Emotion,Ad_Emotion,1,5
P02223,48,Female,White,Bachelor,Moderate,4,5,2,3.3,1,Ad_Reason,Ad_Reason,1,2
P02224,37,Female,White,PhD,Liberal,1,4,3,3.4,3,Ad_Emotion,Ad_Emotion,0,4
P02225,32,Male,White,Master,Conservative,2,5,4,3.5,2,Ad_Emotion,Ad_Emotion,0,3
P02226,55,Female,White,Bachelor,Conservative,4,5,3,4.0,1,Ad_Emotion,Ad_Emotion,1,2
P02227,57,Female,Black,High School,Liberal,4,3,5,4.7,4,Control,Control,1,4
P02228,32,Female,White,High School,Conservative,4,2,5,2.0,3,Ad_Emotion,Ad_Emotion,1,2
P02229,18,Female,White,High School,Liberal,1,3,2,2.6,5,Ad_Emotion,Ad_Emotion,0,5
P02230,52,Female,White,Master,Moderate,3,3,5,4.0,3,Ad_Emotion,Ad_Emotion,1,5
P02231,31,Female,White,Master,Conservative,4,5,2,2.0,3,Ad_Reason,Ad_Reason,1,4
P02232,49,Female,White,Master,Liberal,1,1,4,1.7,4,Ad_Reason,Ad_Reason,0,2
P02233,18,Male,Hispanic,Bachelor,Moderate,2,1,3,2.4,4,Control,Control,0,4
P02234,50,Male,Hispanic,Bachelor,Liberal,4,2,2,3.1,2,Control,Control,0,3
P02235,25,Male,White,High School,Liberal,3,4,1,2.5,1,Ad_Reason,Ad_Reason,0,4
P02236,48,Male,White,High School,Moderate,1,5,1,3.4,3,Control,Control,0,4
P02237,40,Male,Hispanic,High School,Conservative,2,2,4,2.7,5,Ad_Reason,Ad_Reason,1,3
P02239,35,Female,White,High School,Conservative,2,5,2,1.3,4,Ad_Emotion,Ad_Emotion,1,3
P02240,48,Male,Asian,Bachelor,Conservative,3,3,4,3.6,2,Control,Control,1,3
P02241,41,Female,White,Bachelor,Liberal,5,2,3,3.6,1,Ad_Reason,Ad_Reason,1,3
P02242,47,Male,White,Bachelor,Moderate,5,1,1,2.8,2,Ad_Reason,Ad_Reason,1,5
P02243,63,Male,Hispanic,High School,Moderate,5,2,2,3.1,4,Control,Control,0,3
P02244,21,Male,Black,High School,Moderate,2,5,3,3.1,5,Ad_Reason,Ad_Reason,1,3
P02245,59,Male,White,High School,Liberal,5,5,5,4.1,2,Ad_Emotion,Ad_Emotion,0,5
P02246,41,Female,White,Bachelor,Conservative,1,4,2,3.2,3,Control,Control,0,2
P02247,29,Female,White,High School,Conservative,1,1,5,1.7,4,Control,Control,1,1
P02248,24,Male,Asian,Master,Moderate,5,5,4,4.9,4,Ad_Reason,Ad_Reason,1,5
P02249,37,Male,White,Master,Moderate,3,1,3,4.3,2,Control,Control,0,3
P02250,51,Male,White,High School,Liberal,3,5,3,3.0,5,Ad_Reason,Ad_Reason,1,3
P02251,38,Female,Hispanic,Master,Moderate,2,1,3,3.2,2,Ad_Reason,Ad_Reason,0,4
P02252,58,Female,White,Bachelor,Conservative,3,2,3,3.3,5,Ad_Reason,Ad_Reason,0,3
P02253,22,Female,White,Master,Conservative,4,1,2,2.2,4,Ad_Reason,Ad_Reason,0,3
P02254,39,Female,White,High School,Liberal,3,3,5,4.1,2,Ad_Reason,Ad_Reason,1,4
P02255,24,Female,White,High School,Moderate,1,2,5,4.0,1,Control,Control,0,5
P02257,50,Male,Hispanic,High School,Liberal,2,5,4,3.7,2,Ad_Emotion,Ad_Emotion,1,2
P02258,34,Female,Hispanic,Master,Liberal,3,4,3,4.0,1,Control,Control,1,5
P02259,18,Female,White,Master,Moderate,2,3,1,3.2,1,Control,Control,1,4
P02260,42,Female,White,PhD,Moderate,4,4,1,2.0,3,Ad_Emotion,Ad_Emotion,1,5
P02261,45,Female,White,High School,Liberal,5,2,3,3.7,1,Ad_Emotion,Ad_Emotion,1,3
P02262,44,Male,White,High School,Liberal,4,4,5,3.1,5,Ad_Emotion,Ad_Emotion,0,3
P02263,54,Female,White,Bachelor,Liberal,1,2,4,1.9,3,Ad_Emotion,Ad_Emotion,0,5
P02264,27,Female,Hispanic,High School,Liberal,4,4,2,4.0,5,Ad_Emotion,Ad_Emotion,1,3
P02265,48,Male,White,High School,Moderate,4,1,1,3.2,3,Ad_Reason,Ad_Reason,0,1
P02267,18,Female,White,High School,Liberal,1,2,1,5.0,5,Ad_Reason,Ad_Reason,0,2
P02268,43,Male,White,Bachelor,Conservative,5,1,5,2.5,4,Ad_Emotion,Ad_Emotion,1,4
P02269,33,Male,White,High School,Liberal,5,1,5,2.1,4,Ad_Emotion,Ad_Emotion,1,3
P02270,39,Male,White,Bachelor,Moderate,3,3,3,3.2,2,Ad_Emotion,Ad_Emotion,1,5
P02271,44,Female,White,Master,Conservative,2,1,3,2.8,4,Ad_Reason,Ad_Reason,1,3
P02272,34,Male,Black,High School,Moderate,1,4,1,2.4,2,Ad_Reason,Ad_Reason,0,3
P02273,31,Female,White,PhD,Conservative,4,1,1,4.4,4,Ad_Emotion,Ad_Emotion,0,2
P02274,40,Female,White,Bachelor,Moderate,4,1,4,1.9,2,Ad_Reason,Ad_Reason,1,4
P02275,26,Male,White,PhD,Liberal,5,2,3,3.3,2,Ad_Reason,Ad_Reason,0,2
P02276,26,Female,Hispanic,High School,Moderate,2,2,5,3.1,1,Ad_Emotion,Ad_Emotion,1,4
P02277,48,Other,White,Bachelor,Moderate,1,1,4,3.0,2,Ad_Reason,Ad_Reason,1,4
P02278,26,Male,White,Bachelor,Liberal,5,3,4,4.2,5,Control,Control,0,2
P02280,45,Female,Asian,Bachelor,Conservative,1,4,5,3.0,2,Control,Control,1,2
P02281,19,Female,White,Bachelor,Liberal,4,4,4,3.9,5,Control,Control,0,3
P02282,31,Male,White,PhD,Moderate,4,1,2,3.0,4,Ad_Emotion,Ad_Emotion,1,4
P02283,54,Male,White,High School,Moderate,5,1,3,3.1,5,Ad_Emotion,Ad_Emotion,1,5
P02284,28,Male,White,High School,Conservative,2,3,5,3.5,1,Ad_Emotion,Ad_Emotion,1,3
P02285,34,Other,White,Bachelor,Conservative,4,1,3,3.2,5,Control,Control,1,2
P02286,45,Male,White,Bachelor,Conservative,2,5,2,2.1,4,Control,Control,0,3
P02287,49,Female,Hispanic,Bachelor,Liberal,5,5,5,4.3,4,Ad_Reason,Ad_Reason,0,5
P02288,36,Female,Black,Bachelor,Liberal,3,1,1,3.4,2,Ad_Reason,Ad_Reason,1,4
P02289,32,Male,White,Not Applicable,Liberal,2,5,1,3.0,3,Control,Control,1,3
P02290,57,Female,White,Master,Moderate,2,4,1,2.4,4,Control,Control,0,3
P02291,60,Male,White,High School,Conservative,5,1,4,3.3,2,Control,Control,1,3
P02292,51,Female,White,High School,Conservative,3,4,1,2.8,2,Control,Control,1,3
P02293,41,Male,Hispanic,Not Applicable,Moderate,4,4,4,3.2,5,Ad_Reason,Ad_Reason,0,4
P02294,30,Female,Other,Master,Moderate,1,5,4,2.8,5,Control,Control,0,3
P02296,46,Male,White,High School,Liberal,1,4,1,4.6,1,Control,Control,0,3
P02297,45,Male,White,Master,Moderate,3,5,5,2.1,2,Control,Control,1,5
P02298,56,Male,Black,Master,Moderate,3,3,4,2.2,5,Control,Control,0,1
P02299,47,Male,Black,High School,Conservative,2,5,2,3.7,4,Ad_Reason,Ad_Reason,0,4
P02300,21,Female,Hispanic,Bachelor,Liberal,1,5,4,3.3,1,Ad_Reason,Ad_Reason,0,3
P02302,28,Male,White,Bachelor,Moderate,3,2,5,3.5,4,Control,Control,1,4
P02303,35,Female,Black,Master,Liberal,1,3,1,2.2,5,Ad_Emotion,Ad_Emotion,1,3
P02304,43,Female,Black,Master,Liberal,4,5,4,3.7,4,Ad_Emotion,Ad_Emotion,0,4
P02305,63,Female,White,Master,Liberal,3,4,5,2.4,4,Ad_Reason,Ad_Reason,1,2
P02306,77,Male,White,Master,Moderate,2,4,3,4.1,5,Ad_Reason,Ad_Reason,1,3
P02307,47,Male,Black,Bachelor,Liberal,2,2,5,2.0,4,Ad_Emotion,Ad_Emotion,0,4
P02308,37,Male,White,Bachelor,Moderate,2,3,5,2.2,2,Control,Control,1,4
P02309,46,Female,Black,Master,Conservative,1,1,4,2.2,1,Ad_Reason,Ad_Reason,1,2
P02310,50,Male,Black,Bachelor,Moderate,3,3,5,3.3,5,Control,Control,1,3
P02311,36,Male,Black,High School,Conservative,2,4,2,2.9,1,Control,Control,1,4
P02312,61,Male,Black,Bachelor,Liberal,3,4,5,3.1,2,Ad_Emotion,Ad_Emotion,0,3
P02313,42,Female,White,High School,Moderate,1,1,3,2.9,5,Ad_Emotion,Ad_Emotion,1,3
P02314,45,Male,Black,Bachelor,Liberal,4,1,5,2.9,2,Ad_Emotion,Ad_Emotion,0,4
P02315,47,Male,White,High School,Conservative,4,4,1,2.5,3,Ad_Emotion,Ad_Emotion,1,5
P02316,45,Male,White,High School,Liberal,4,5,4,1.5,3,Ad_Reason,Ad_Reason,1,3
P02317,50,Male,White,Not Applicable,Moderate,1,5,3,1.6,3,Ad_Reason,Ad_Reason,0,3
P02318,32,Female,White,Master,Moderate,2,1,2,2.2,1,Ad_Emotion,Ad_Emotion,1,2
P02319,33,Male,White,Master,Moderate,1,5,5,2.7,3,Ad_Reason,Ad_Reason,0,2
P02320,26,Male,Other,Bachelor,Conservative,3,1,5,4.5,3,Ad_Emotion,Ad_Emotion,1,4
P02321,45,Female,White,Master,Liberal,4,3,2,2.0,2,Control,Control,1,4
P02322,49,Male,White,Master,Liberal,3,3,5,1.9,4,Control,Control,1,2
P02323,45,Male,White,Bachelor,Conservative,1,3,1,1.2,4,Control,Control,0,2
P02324,60,Female,White,Not Applicable,Moderate,5,1,3,3.5,3,Ad_Emotion,Ad_Emotion,1,4
P02325,39,Male,Asian,High School,Moderate,5,1,5,2.8,4,Control,Control,0,3
P02326,48,Male,White,Not Applicable,Liberal,1,5,2,1.7,3,Ad_Reason,Ad_Reason,1,4
P02329,48,Female,White,High School,Moderate,1,2,1,4.3,5,Control,Control,1,5
P02330,50,Female,Hispanic,Bachelor,Conservative,1,1,3,2.3,4,Ad_Reason,Ad_Reason,0,5
P02331,36,Female,White,Bachelor,Moderate,5,3,5,4.7,3,Ad_Emotion,Ad_Emotion,1,2
P02332,39,Male,White,Not Applicable,Liberal,4,3,1,3.2,4,Ad_Reason,Ad_Reason,1,4
P02333,21,Male,Hispanic,Not Applicable,Liberal,4,2,1,2.6,1,Ad_Emotion,Ad_Emotion,1,3
P02334,35,Female,Hispanic,Not Applicable,Moderate,2,2,2,2.7,1,Ad_Emotion,Ad_Emotion,0,4
P02335,50,Female,White,High School,Moderate,2,3,1,3.3,3,Control,Control,1,4
P02336,46,Male,White,Not Applicable,Conservative,2,1,5,2.7,4,Ad_Emotion,Ad_Emotion,1,2
P02337,46,Female,White,Bachelor,Moderate,5,3,5,2.1,4,Ad_Reason,Ad_Reason,1,3
P02338,40,Male,White,Master,Conservative,1,3,5,3.6,4,Ad_Reason,Ad_Reason,1,4
P02339,40,Male,Other,High School,Moderate,2,2,4,4.0,1,Ad_Emotion,Ad_Emotion,1,3
P02340,32,Male,White,Bachelor,Moderate,5,2,1,4.0,2,Control,Control,1,3
P02341,48,Male,White,Not Applicable,Liberal,3,5,1,2.8,2,Control,Control,0,4
P02342,45,Female,Hispanic,Not Applicable,Moderate,1,2,5,4.1,4,Ad_Reason,Ad_Reason,1,4
P02343,45,Female,White,Bachelor,Conservative,3,3,2,3.3,4,Control,Control,0,2
P02344,33,Male,White,Master,Liberal,4,5,1,2.7,5,Ad_Emotion,Ad_Emotion,1,4
P02345,18,Male,Hispanic,High School,Conservative,4,3,4,2.4,3,Ad_Emotion,Ad_Emotion,1,3
P02346,53,Female,Hispanic,Master,Conservative,1,1,1,3.9,1,Ad_Reason,Ad_Reason,1,2
P02347,34,Male,Hispanic,Bachelor,Moderate,2,1,3,1.3,5,Ad_Emotion,Ad_Emotion,0,4
P02348,29,Female,White,High School,Liberal,1,2,4,4.4,4,Ad_Reason,Ad_Reason,1,2
P02349,48,Male,Asian,High School,Liberal,2,5,2,3.1,2,Ad_Emotion,Ad_Emotion,1,3
P02350,35,Female,White,High School,Liberal,4,4,4,2.4,2,Ad_Reason,Ad_Reason,1,3
P02351,52,Male,White,Master,Liberal,1,1,4,2.3,5,Control,Control,1,1
P02352,47,Male,Other,High School,Moderate,1,1,1,2.6,2,Ad_Emotion,Ad_Emotion,1,4
P02353,48,Male,White,Bachelor,Liberal,2,1,4,3.7,2,Ad_Emotion,Ad_Emotion,1,4
P02354,23,Male,Hispanic,High School,Conservative,4,1,5,3.3,3,Ad_Reason,Ad_Reason,0,3
P02355,54,Male,White,Bachelor,Liberal,4,2,4,2.5,4,Ad_Reason,Ad_Reason,0,3
P02356,43,Female,White,Bachelor,Liberal,2,5,1,2.5,5,Ad_Emotion,Ad_Emotion,1,3
P02357,35,Male,Asian,Bachelor,Moderate,2,1,5,3.3,1,Ad_Reason,Ad_Reason,0,2
P02358,41,Male,White,Bachelor,Conservative,2,2,2,5.0,1,Ad_Emotion,Ad_Emotion,1,4
P02359,18,Female,Black,Bachelor,Moderate,4,5,3,5.0,4,Control,Control,0,4
P02360,44,Female,White,Bachelor,Moderate,4,5,4,4.1,1,Ad_Reason,Ad_Reason,1,3
P02361,27,Female,Hispanic,Master,Conservative,1,4,5,2.2,2,Ad_Emotion,Ad_Emotion,1,4
P02362,23,Female,White,High School,Conservative,4,3,5,3.8,3,Control,Control,0,3
P02363,21,Male,White,High School,Conservative,3,1,2,2.3,5,Control,Control,1,3
P02365,32,Female,Hispanic,High School,Conservative,2,5,3,4.4,2,Ad_Reason,Ad_Reason,0,2
P02366,58,Female,Black,Master,Liberal,2,4,3,2.8,4,Ad_Emotion,Ad_Emotion,1,3
P02367,33,Male,Asian,High School,Conservative,2,3,1,2.7,3,Control,Control,1,4
P02368,19,Male,White,Bachelor,Liberal,1,5,3,2.5,1,Ad_Emotion,Ad_Emotion,1,4
P02370,54,Female,White,Bachelor,Conservative,3,1,5,2.7,5,Control,Control,1,3
P02371,38,Female,White,High School,Liberal,4,3,4,3.7,4,Ad_Emotion,Ad_Emotion,1,5
P02372,33,Female,White,Master,Conservative,3,3,4,3.7,3,Ad_Reason,Ad_Reason,1,4
P02373,41,Male,Other,Not Applicable,Liberal,4,2,3,3.3,1,Control,Control,0,3
P02374,46,Female,Hispanic,Bachelor,Liberal,1,4,1,4.2,5,Ad_Reason,Ad_Reason,1,2
P02375,53,Female,White,Master,Moderate,2,2,1,1.3,5,Control,Control,1,3
P02376,57,Male,White,Bachelor,Conservative,2,4,4,3.1,1,Ad_Emotion,Ad_Emotion,1,2
P02377,35,Female,Asian,Not Applicable,Moderate,4,2,2,2.3,3,Ad_Reason,Ad_Reason,1,3
P02378,24,Male,White,Master,Moderate,5,4,5,5.0,3,Control,Control,0,3
P02379,35,Female,White,High School,Moderate,4,1,3,2.7,3,Ad_Reason,Ad_Reason,1,3
P02380,43,Female,White,Master,Conservative,1,4,5,3.7,5,Ad_Reason,Ad_Reason,1,4
P02381,28,Female,White,Bachelor,Conservative,3,2,3,4.0,2,Ad_Emotion,Ad_Emotion,1,4
P02382,28,Female,Asian,High School,Liberal,4,3,3,2.6,5,Ad_Reason,Ad_Reason,0,3
P02383,44,Female,White,High School,Liberal,1,5,4,3.9,4,Control,Control,1,1
P02384,39,Female,White,PhD,Liberal,2,4,5,4.0,4,Control,Control,0,4
P02385,40,Male,White,PhD,Moderate,5,4,5,3.8,5,Control,Control,1,2
P02387,37,Male,White,Not Applicable,Liberal,4,1,2,1.6,1,Ad_Emotion,Ad_Emotion,1,2
P02388,28,Male,White,Master,Conservative,3,2,5,5.0,3,Ad_Reason,Ad_Reason,1,2
P02389,50,Female,Hispanic,High School,Liberal,4,1,2,2.7,1,Ad_Emotion,Ad_Emotion,1,4
P02390,52,Female,Hispanic,High School,Moderate,5,4,2,4.0,4,Ad_Reason,Ad_Reason,0,3
P02391,18,Male,Other,High School,Liberal,5,4,3,2.5,4,Ad_Reason,Ad_Reason,1,1
P02393,22,Male,White,High School,Liberal,3,2,3,2.5,3,Ad_Emotion,Ad_Emotion,0,3
P02394,32,Male,White,Bachelor,Moderate,3,4,2,3.1,3,Ad_Reason,Ad_Reason,0,4
P02395,38,Male,White,Master,Conservative,5,4,3,5.0,4,Ad_Emotion,Ad_Emotion,1,4
P02396,22,Female,White,Master,Liberal,5,1,3,1.4,1,Control,Control,0,3
P02397,28,Male,Hispanic,Bachelor,Liberal,4,5,1,4.2,5,Control,Control,1,3
P02398,27,Male,Asian,PhD,Conservative,4,3,3,3.0,3,Ad_Reason,Ad_Reason,0,3
P02399,42,Male,Black,Bachelor,Conservative,2,4,3,3.7,5,Ad_Emotion,Ad_Emotion,1,4
P02400,40,Other,White,Master,Conservative,5,2,4,2.7,4,Control,Control,1,3
P02401,31,Male,Hispanic,Bachelor,Conservative,4,5,5,4.6,2,Ad_Emotion,Ad_Emotion,1,3
P02402,42,Male,Hispanic,High School,Conservative,2,1,1,2.2,4,Ad_Emotion,Ad_Emotion,1,3
P02403,33,Male,White,PhD,Moderate,3,1,1,3.0,5,Ad_Reason,Ad_Reason,1,3
P02404,36,Female,Hispanic,Bachelor,Conservative,5,2,1,3.9,4,Control,Control,1,3
P02405,60,Female,White,Bachelor,Moderate,1,5,1,2.2,3,Ad_Reason,Ad_Reason,0,5
P02406,56,Male,White,High School,Liberal,5,2,4,3.1,5,Ad_Reason,Ad_Reason,1,2
P02407,24,Male,Black,Bachelor,Liberal,4,4,5,2.0,5,Control,Control,1,2
P02408,49,Male,Black,Not Applicable,Liberal,5,5,4,2.6,2,Control,Control,1,4
P02409,49,Female,White,High School,Liberal,1,3,1,5.0,3,Ad_Emotion,Ad_Emotion,0,4
P02410,26,Female,White,PhD,Liberal,5,3,5,4.3,1,Control,Control,1,4
P02411,49,Male,Other,High School,Liberal,4,2,4,3.7,2,Ad_Emotion,Ad_Emotion,1,3
P02412,58,Male,Black,High School,Conservative,3,3,5,3.4,3,Ad_Emotion,Ad_Emotion,0,3
P02413,26,Male,Asian,High School,Conservative,4,2,4,1.4,1,Ad_Emotion,Ad_Emotion,0,5
